distance_km,road_condition,terrain_difficulty,rainfall_mm,flood_risk,landslide_risk,road_blockage,connectivity,elevation_change_m,bridge_condition,population_density,weather_severity,accessibility_score,risk_level
158.9362492492528,7,8,13.574756705666358,1,5,0,2,1608.4606717324716,6,2802.4788787677303,1,80.38411710954381,LOW
165.9657444032398,2,6,65.37261247560404,1,4,1,10,1382.4785938341126,2,3427.834373724133,1,84.72721905525542,LOW
366.1550582773417,3,8,4.553064686048069,1,6,2,7,1736.8549585864212,2,4819.23815921407,0,77.38062843388172,LOW
320.5909483208305,6,1,174.42513167460615,3,0,1,6,453.0181351137404,4,4654.909911719141,6,77.93612781496574,LOW
444.17030757528164,9,4,31.755970763372655,1,2,1,1,968.2052735916346,9,2854.9336043962835,0,85.01280383714541,LOW
238.7463879551649,8,3,261.9058182089148,3,6,3,0,963.0910674732306,7,3673.40878171721,9,70.10731183655815,LOW
64.19915173945935,1,1,156.94290620914956,3,0,1,6,454.96624770382425,0,4754.852301080885,5,89.36191363798943,LOW
358.05616967538253,2,8,209.90697271761252,4,10,9,0,1664.8811167481322,0,426.5250032616101,6,43.075400692919615,MEDIUM
381.58859906536424,3,8,123.25712755214894,5,5,2,5,1975.0306620721735,3,38.117451708531405,3,64.41350688879461,MEDIUM
282.83221279690065,9,5,168.1739427003146,4,5,2,10,1049.6144480413384,8,158.70082101062047,3,61.26872188957491,MEDIUM
386.62875407750766,0,10,282.79775308998916,7,10,10,9,2419.5245840396788,0,2821.1133182410895,9,0.0,CRITICAL
249.42882020037342,6,5,24.82021188710123,1,4,1,10,1465.7110970431097,4,3816.5387922596456,0,81.90607665237148,LOW
263.75275054408706,1,7,76.18133157710885,2,4,1,9,1561.222645092427,1,1841.7040042177227,3,79.67643400495535,LOW
216.63280408748207,4,5,233.9964980731633,6,6,2,7,1463.0713166314654,4,2730.743481890817,8,68.73817112413934,MEDIUM
17.582467738327118,0,0,29.621162064799755,1,0,0,6,396.5040795612692,0,2586.667929557199,2,100.0,LOW
58.406256361685706,2,3,22.698331171233256,1,1,2,3,1061.2178055018849,2,482.9067490441777,1,93.77146933675635,LOW
20.557446914933454,1,6,108.46241962621157,2,5,2,0,1533.1350684604238,0,1614.7254384780042,6,86.78734465993685,LOW
320.0231535755713,0,1,27.650387541729692,0,0,1,0,317.82201971071095,0,106.98142435968693,1,100.0,LOW
160.6062106327817,6,8,175.5235326618609,4,10,7,3,2047.2616184554863,5,562.4213871444894,4,44.77755560266429,MEDIUM
256.74249212652785,4,7,67.88257524497995,2,4,2,4,1492.1325380853718,4,4061.1725323197916,3,71.27771148936725,LOW
454.245404593416,0,7,268.7093889598117,6,8,4,6,1506.5302755087678,0,4148.773351269111,10,56.86947667914801,MEDIUM
128.3996534286931,5,6,235.050024253577,5,7,1,3,1335.5314950701818,5,4011.712137024898,8,66.23301937309435,MEDIUM
208.1395469026367,4,3,209.91156182984284,5,4,0,9,752.1231557432923,3,3636.8250183516607,4,70.12453075211336,LOW
378.9978135788091,2,1,185.08320821535057,3,2,1,0,457.2398210655153,1,3968.6311035355097,6,90.41998100574015,LOW
118.25509191835312,6,2,259.039719102439,3,3,2,10,756.728680217022,6,3358.2018829348967,8,79.45662532579892,LOW
43.10505536525253,10,5,66.91861846282706,0,4,1,9,1463.1040872003418,8,3352.46836069328,0,69.13000373497646,MEDIUM
148.42696919231517,9,4,261.9326528292683,4,5,0,6,844.2187936677512,8,3340.135369484122,8,65.56718008093907,MEDIUM
84.80453719073219,8,7,236.8476895272157,6,5,0,1,1877.184681114118,7,2575.073520494239,6,56.65528177218294,MEDIUM
465.20033790957365,8,5,224.44824791630566,6,4,4,10,1460.6614835484067,8,1823.1026949895738,8,59.72210627530323,MEDIUM
405.0195878843864,8,5,168.37670342247722,3,6,4,1,1026.9996460905195,6,3653.674378146159,6,63.00101253477008,MEDIUM
318.5348594726596,1,0,73.87324829118003,0,0,0,7,180.16056884578134,1,1500.2436077978405,2,92.84546954169616,LOW
436.3729921429203,2,3,127.0643747975689,2,4,0,9,1006.5716951496682,2,2719.08163607332,3,86.0353841328195,LOW
402.81767806506167,6,4,238.0711963616405,5,5,1,9,1105.7882727397005,4,2172.444544887228,7,70.36076056381614,LOW
97.35217914858774,4,10,9.533545307197333,1,7,4,9,2389.546971690885,2,1390.3451626975686,0,58.69982284190828,MEDIUM
446.816704252539,1,2,234.61523077912747,4,5,1,4,759.5166693949437,0,4873.702703057792,7,74.0401551563514,LOW
271.9744097482471,2,8,72.02122214626995,2,4,0,9,1848.3850565635819,1,1301.1707095570791,0,79.43554727980828,LOW
404.68287680621097,9,0,43.29276021648091,1,0,1,1,20.60902297584977,9,1553.3723879779197,1,83.41315022536659,LOW
448.5651934621292,5,5,34.710395454090644,3,1,1,4,1292.1341010322506,4,816.3216337727605,1,82.52447097778445,LOW
162.4117201110726,6,5,8.175003585244534,1,2,2,7,1024.283326529648,4,4116.673320318309,1,79.03526391159275,LOW
59.475702641199995,8,9,157.07594556643588,4,10,9,5,2101.8633587675654,7,2937.081108766902,5,33.16876474177323,HIGH
117.82790545826113,0,4,65.47796180811885,3,2,1,2,1200.205431246839,0,3069.0658897972044,3,90.1262313760322,LOW
216.41835536999687,10,4,296.82952973388944,6,6,5,7,1092.4958743509592,8,4104.601444877499,10,42.849193621519255,MEDIUM
409.9173091316341,6,9,172.33102676166172,3,10,9,8,2298.5109022808483,6,1721.169096563098,6,21.90604024617653,HIGH
431.06163871189,7,4,41.36558080680312,2,3,1,4,1027.9332500902165,7,976.2307926472668,4,84.16076243702939,LOW
8.441304612939398,2,5,206.6287622434096,4,5,2,1,1374.4137318019937,2,1000.0427663295808,7,73.30096000571235,LOW
257.81991477589503,3,7,269.3230699529176,5,8,2,1,1733.6066458709538,2,3665.772909096674,9,57.98990569661385,MEDIUM
211.6184465586456,9,1,223.5538486108843,3,3,0,6,695.715845779044,9,3074.434620767613,8,80.15253143090614,LOW
114.94336618301148,5,5,22.9319583118343,1,3,0,0,1356.6095025385525,3,1039.6310041246236,0,87.15195817155244,LOW
64.33335683017299,9,0,268.76525435779786,3,2,2,9,82.01536572969471,9,733.8763192557136,8,80.67992132517833,LOW
172.11950984479583,6,3,238.1788157579894,4,5,2,1,1077.7588532086204,5,612.2296527582442,8,70.98987124698067,LOW
471.740303436697,3,9,47.491170031684305,1,7,5,9,2133.888613222881,3,3142.7152520381583,1,69.18062038253296,MEDIUM
164.98545135027385,7,2,15.53576661984506,1,3,2,3,429.66911540319495,7,10.592038105141539,0,83.50171168645286,LOW
261.80135776296623,4,8,167.19317259429255,4,10,10,0,1928.7841528923063,4,101.41351959168321,6,0.0,CRITICAL
352.99438465311306,0,2,46.81074340199307,1,2,2,3,841.5597033373875,0,1953.8701467742155,0,94.89559043438486,LOW
184.99665317775052,3,5,250.3772857785816,5,6,3,10,1288.5209309950126,1,3459.8358227380504,10,55.777960257760554,MEDIUM
486.03213094687555,2,0,107.50039700150212,1,1,0,9,177.0098190160056,0,3478.2464887220453,4,91.51770025393982,LOW
481.41141099634507,8,5,273.8677334209726,7,7,5,4,1410.454817035308,6,2156.2901853023764,8,37.69217790509017,HIGH
129.63223643355525,7,3,169.70645164230172,3,5,2,8,991.2560041029147,7,3458.4572969568026,7,68.68632572542298,MEDIUM
251.1380104167308,0,7,54.80171527190044,3,4,0,0,1672.0910771156505,0,2610.269936104826,1,79.55119634361213,LOW
153.93476335930097,10,10,41.87966020794003,1,5,0,4,2077.1808849479503,9,4884.887769818603,1,71.17345429039102,LOW
145.99604471684646,5,8,172.94173126732616,5,9,7,1,1725.4932427615906,3,820.676467045797,5,46.67165727115113,MEDIUM
23.259038940493735,8,3,228.56508355873316,3,5,10,8,969.2419860930529,8,3007.329665850972,9,0.0,CRITICAL
306.73434532004893,6,9,234.45169432265465,5,10,9,5,2203.041082697464,6,2461.281491995508,7,19.72793070858104,CRITICAL
253.82611649828644,3,9,82.72722133238439,2,5,1,1,1939.632639020495,3,980.3870598418952,2,77.59916781226876,LOW
30.48198186874473,0,5,61.274027673650245,1,1,1,2,1183.9925385933934,0,3752.4522563871,3,99.57066259050474,LOW
142.92999979712266,1,0,5.026891347714724,0,0,1,7,38.81594262489757,0,1384.7850194606563,1,95.1438796261971,LOW
454.5916135534936,4,3,203.75974536035082,5,4,2,0,956.7309741832498,3,1914.7319972767727,8,74.66795830259665,LOW
123.58313588015135,10,6,22.970477530061693,1,2,2,2,1201.7887723000156,8,1880.4045422417748,1,80.82551152659906,LOW
76.72296168515543,4,0,126.22836052977775,2,0,2,9,23.270760609534037,2,1228.5803212078645,5,89.68269221708027,LOW
247.2791163373937,7,7,180.50464920548882,3,7,3,0,1402.172033892045,7,2159.219605175042,5,65.80928557413515,MEDIUM
492.89697478474733,5,9,281.1326834759031,7,10,8,10,2122.6597916688083,5,2371.9959458288154,10,20.02866707875627,HIGH
124.8173593981927,7,10,93.54064108673059,3,7,2,10,2208.693563850273,7,3723.6661473184445,3,59.17135367822682,MEDIUM
337.7070959659099,1,5,74.93164873395594,1,3,0,7,1148.773380671665,1,3827.6921861414153,3,85.84195919307021,LOW
382.0017095877152,2,4,196.24804628582953,2,4,10,0,1256.350505178555,2,801.1942817753937,4,0.0,CRITICAL
122.63058427623784,5,9,185.7717096160745,5,10,8,4,1896.4013973383032,3,2967.933773644385,5,26.722993450122615,HIGH
365.4670925628705,9,10,99.63293499243737,4,7,3,3,2194.6840051907,9,4482.027013414184,3,54.30820742091718,MEDIUM
187.05265069603035,2,8,278.43055065293595,5,10,7,6,2070.1559004638757,2,552.8451783339585,9,48.77582924065146,MEDIUM
317.99138614382184,5,1,253.4586982468898,4,5,0,4,413.55328141852124,4,2369.8410822253513,10,70.43713803119455,LOW
318.5972068266429,5,4,67.19476375952435,2,3,0,7,1077.346842823529,4,3754.2620808176302,3,84.20199128363126,LOW
270.20846861700545,1,5,71.74276363035695,0,3,2,10,1040.1684332847437,0,3061.341758567893,1,86.68675797967491,LOW
49.69343617693211,6,6,153.69010406612418,3,6,0,0,1595.0831934467312,4,511.9224264171532,4,65.09569275079798,MEDIUM
418.4747353166728,1,4,232.0716305192161,5,6,3,4,1011.3793885441191,0,1989.0645655013523,9,68.4270258182082,MEDIUM
163.78613216100925,5,8,13.212113816539317,2,4,10,3,2000.2575622992417,4,2541.1250961021515,0,0.0,CRITICAL
97.32666264792785,0,0,208.000546120412,5,2,0,2,126.89882127799606,0,4979.269552564202,7,84.9000171048173,LOW
25.183695069608138,2,6,194.4707692146291,6,7,5,4,1411.239375280705,2,901.2534675250274,6,60.667388668279685,MEDIUM
297.4920068781797,1,9,69.44402877389648,3,8,2,9,2193.274468182505,0,4912.294598128961,2,74.60464704784846,LOW
340.3943591119298,6,6,204.40590397240464,4,6,10,2,1686.93888352182,5,1886.987423304925,6,0.0,CRITICAL
13.210975319288796,3,3,282.0549573756248,6,4,10,7,629.8127621936344,1,1009.5992255083686,6,0.0,CRITICAL
258.4860638581441,7,8,14.035753491530556,1,4,0,2,2006.228088709452,7,2076.40431979874,1,69.8504371718984,MEDIUM
117.11540872297928,5,10,95.89561658761876,2,8,5,0,2150.3445338135552,3,3073.8356689337375,2,59.412091930314986,MEDIUM
324.3605312526777,9,4,131.45301499990657,2,3,0,8,1075.371640445536,7,1075.3519956158693,2,67.04359548943349,MEDIUM
91.31138235747076,3,3,269.77810767740687,4,5,0,8,745.046132475374,1,1464.2810256776174,9,77.64683508835938,LOW
347.0141803607207,4,6,288.678433982747,6,7,1,5,1506.7227362839951,4,4274.187043659096,10,62.28459102559313,MEDIUM
196.43399641876601,8,3,133.23457394889968,2,2,1,9,776.9014153219878,6,4995.05721372765,2,73.22114544800074,LOW
468.6813444246836,6,2,225.00852364265737,4,5,2,0,566.8074454888408,6,1597.6817305771478,8,74.734675801464,LOW
73.07286735226666,9,8,159.4983071293449,5,10,8,7,1618.9691564679679,8,752.795451710202,4,23.923012282342015,HIGH
173.82784376987797,8,10,161.33488042241297,4,10,9,1,2073.480202951906,6,3967.9223917702675,6,31.159568748069773,HIGH
61.16939301409159,6,7,83.42985451990693,4,6,2,8,1858.5390994327395,4,3006.2738795029745,3,70.31348238561135,LOW
462.7233410478886,0,0,65.08687375916385,2,0,0,7,499.13871443662316,0,511.00170544424964,1,92.03057906211683,LOW
439.28297992358563,7,6,86.40160377721234,3,5,0,2,1590.2602879348033,5,4734.389692365745,2,77.12919906409354,LOW
132.681105719002,3,8,166.89840217712378,4,10,7,4,1743.4063123867434,3,399.467146715461,5,44.52380917174752,MEDIUM
331.6921027869186,2,7,8.746555806626699,2,5,1,8,1601.2225692217962,0,3130.5284441518693,0,77.51409302758996,LOW
409.52498909960184,6,7,272.17468330692174,5,7,5,0,1769.7517274530414,5,2125.4469069089714,9,53.59522865795163,MEDIUM
279.8244017417339,2,5,46.885112864932864,1,2,10,8,1484.256778441599,1,2787.55335201728,0,0.0,CRITICAL
267.1770362862232,7,10,66.02660306141597,3,5,2,3,2227.7355853646836,6,1073.9388363441208,0,73.5123707236219,LOW
124.71688399572358,5,3,155.4828529342939,3,5,2,3,1014.7612076441874,3,3443.6708922607518,6,68.04390958616908,MEDIUM
51.08587006392011,4,7,213.03442990118378,4,7,1,3,1887.5344612993586,2,4799.001248775365,7,55.81429906012001,MEDIUM
449.12180018689673,3,2,28.71871642331919,0,0,2,9,836.7365855280021,2,2297.545111484129,1,90.37227086537385,LOW
450.7069382958486,7,8,95.30840926414865,4,6,1,8,1713.5748733856635,6,2619.561805065454,2,65.70690205726503,MEDIUM
318.3852213502676,7,1,290.60238167230716,5,4,0,5,204.01593193781147,7,1206.6602361387177,8,70.153391466156,LOW
172.81974656910683,0,1,78.70289003428371,0,0,1,10,446.04085269420756,0,4460.421238917895,1,90.59624483700489,LOW
177.85873943326715,8,6,93.91504351894406,2,4,2,7,1465.6804158476334,7,4856.160281648392,2,67.65261091579808,MEDIUM
364.34806104076847,4,9,250.94954718541004,6,10,7,3,1900.6251822755848,3,3933.621456579411,8,37.25524240441639,HIGH
449.0695786765257,3,3,15.064329507136575,1,3,1,2,742.3371959734088,1,2718.4397757774223,0,84.16149721351353,LOW
444.10778001123305,5,9,139.38395064269125,2,6,0,0,2182.5765804242733,4,4784.416154298067,6,66.33496512514517,MEDIUM
391.0383951995238,5,7,113.88502933550107,3,4,0,9,1635.1736293565668,5,777.7117762827113,3,69.0321933451426,MEDIUM
322.80566484637245,1,8,94.97602797259535,3,5,2,6,1758.6770418001283,1,2397.66939087714,3,83.52790228371703,LOW
46.64928267254917,7,6,85.70987821342936,2,3,1,3,1511.3130136809598,7,2692.652476564801,1,80.4405950907791,LOW
85.00621347683382,6,4,27.41223145812276,1,2,2,7,1126.3798779880626,6,2464.66293456436,0,85.23399378858899,LOW
449.7843233209042,0,7,94.44774880549464,2,4,1,2,1784.6978884204011,0,4014.067253021729,3,85.25658153204361,LOW
305.182384531497,4,3,12.91572081470057,1,2,1,0,678.3546478814595,4,3355.3104261716567,0,81.13127451910009,LOW
9.552540550231676,5,1,234.28915909333057,3,2,1,4,570.7586261634951,4,642.0257449321258,7,83.03367191915436,LOW
55.22841371868589,3,10,119.4683381874035,2,7,0,1,2299.7141960552094,3,1738.7920236418713,4,65.66277882845051,MEDIUM
333.43337570848763,1,5,133.17114969597347,3,6,0,2,1028.7859326513985,1,1701.9934734505628,5,76.35916919973246,LOW
7.50548400387825,3,8,268.07837593503945,4,10,10,5,1988.7228141267055,3,2832.504642036714,7,0.0,CRITICAL
84.59998545166184,0,0,197.41649515836622,1,3,2,2,191.54014066659252,0,1464.3775041129056,6,91.70144604967763,LOW
276.62322573646014,6,10,2.4177310026359367,3,7,5,2,2165.190467164819,5,595.1861300740139,0,49.39268302647982,MEDIUM
347.4881228578832,1,9,282.9524468883855,5,10,8,5,2024.0375757908173,0,3271.876501629106,7,35.18388035050202,HIGH
327.72082345378726,1,6,71.14333979331336,1,5,0,4,1373.0875386530645,0,4256.6743232897625,1,77.87664433110415,LOW
116.0133081829771,8,9,32.28425542795765,1,5,1,9,1969.1427961049544,6,4658.724396374961,1,69.72928834378303,MEDIUM
357.52871456703025,4,8,230.43845351426467,4,10,9,8,2004.0388338503128,2,4863.166304120785,6,32.864436989883686,HIGH
122.43829831091604,1,9,150.14319476001546,4,10,8,0,1862.252627182846,1,3907.77306258298,4,41.21683144832601,MEDIUM
166.07285058883753,10,8,130.13116980540528,2,6,1,2,2085.300033928729,8,707.1151171765918,2,61.84573497744046,MEDIUM
374.5132455334219,8,9,74.85092390482254,3,6,4,2,2077.4658221871714,6,4267.028002941255,2,64.02326735466752,MEDIUM
326.56828502837124,8,10,164.2414469586956,5,10,8,10,2091.4619992106564,7,2005.800766178545,3,31.168230458399947,HIGH
425.36558819461806,0,2,82.31538156077623,0,1,2,5,465.6077414658432,0,3652.2574558238944,2,91.27191070007397,LOW
330.51838168867,10,10,270.47490158612027,5,10,9,7,2295.7547660674913,9,2661.0273447545705,8,16.52464453063139,CRITICAL
286.31275865105846,2,4,64.56134391995784,1,3,2,2,1116.499721923464,2,4144.74460690743,2,90.9060034787248,LOW
51.36901007490577,3,7,265.3065451367261,5,7,2,2,1426.5128855149053,3,2133.273606870046,8,65.806847475603,MEDIUM
187.0193225144196,6,7,167.82162771820708,5,6,4,5,1521.5009570643929,6,318.35111559270365,4,58.301583589609955,MEDIUM
